"BARCELONA","BARCELONA","BARCELONA","08013","CALLE VALENCIA, 503","I","2.179722","41.405139","20/11/2021 00:00","1.619","","","1.769","","1.449","1.529","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 24H","L-D: 24H (A)"
"ASTURIAS","VILLAVICIOSA","VILLAVICIOSA","33300","CL CERVANTES 39","N","-5.432833","43.482306","20/11/2021 00:00","1.499","","","","","1.379","","","","","","","","","REPSOL","No Low cost","P","OM","L-S: 07:00-21:00; D: 08:00-15:00","L-S: 07:00-21:00 (A); D: 08:00-15:00 (A)"
"CANTABRIA","CAMARGO","MURIEDAS","39600","AVENIDA BILBAO, 8","D","-3.852694","43.422806","22/11/2021 00:00","1.539","","","1.671","","1.419","1.485","","","","","","","","CEPSA","No Low cost","P","OM","L-V: 06:00-22:00; S-D: 06:00-21:00","L-V: 06:00-22:00 (P); S-D: 06:00-21:00 (P)"
"MÁLAGA","MOLLINA","MOLLINA","29532","CALLE CASERIA DEL REY, 18","N","-4.665139","37.119833","22/11/2021 13:57","1.578","","","","","1.419","","","","","","","","","SHELL","No Low cost","P","dm","L-D: 06:30-22:30","L-D: 06:30-22:30 (A)"
"GRANADA","GRANADA","GRANADA","18015","AVENIDA ANDALUCÍA, S/N","I","-3.637917","37.198278","20/11/2021 00:00","1.539","","","1.649","","1.379","1.439","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"MADRID","FUENTIDUEÑA DE TAJO","FUENTIDUEÑA DE TAJO","28597","CARRETERA N III KM. 68,500","D","-3.112889","40.084139","22/11/2021 14:55","1.579","","","1.719","","1.459","1.539","","","","","0.839","","","SHELL","No Low cost","P","OM","L-D: 24H","L-D: 24H (A)"
"SEVILLA","MARCHENA","MARCHENA","41620","TRAVESÍA SAN IGNACIO, 37,3","I","-5.417889","37.321722","20/11/2021 00:00","1.489","","","","","1.359","","","","","","","","","CEPSA","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"MADRID","MADRID","MADRID","28050","CALLE MARIA DE PORTUGAL, 15","N","-3.662611","40.497639","22/11/2021 09:12","1.574","","","1.68","","1.459","1.488","","","","","","","","CEPSA","No Low cost","P","dm","L-D: 24H","L-D: 24H (A)"
"PALENCIA","SALDAÑA","SALDAÑA","34100","AVENIDA REYES CATOLICOS, 2","N","-4.736056","42.518417","08/11/2021 09:35","1.519","","","1.629","","1.399","1.449","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 06:30-22:30","L-D: 06:30-22:30 (A)"
"ALICANTE","FINESTRAT","FINESTRAT","03509","AVENIDA PICASSO, 41","D","-0.172639","38.533194","19/11/2021 16:00","1.429","","","","","1.297","","","","","","","","","PETROPRIX","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"ZARAGOZA","CASPE","CASPE","50700","CALLE POLIGONO INDUSTRIAL EL CASTILLO, S/N","N","-0.028778","41.226778","17/11/2021 13:30","","","","","","","","0.833","","","","","","","COOP. SAN LAMBERTO","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"PONTEVEDRA","PORRIÑO (O)","CASILLA","36418","CARRETERA PO 510 KM. 0,350","I","-8.620833","42.134861","22/11/2021 14:40","1.415","","","","","1.295","1.295","","","","","","","","EASYGAS PORRIÑO","Low Cost","P","dm","L-D: 24H","L-D: 24H (P)"
"VALENCIA / VALÈNCIA","PATERNA","PATERNA","46980","CL CRTA.VIEJA DE BURJASOT-CENTRO CO","I","-0.442306","39.531389","20/11/2021 00:00","1.549","","","1.689","","1.389","1.449","","","","","0.879","","","REPSOL","No Low cost","P","OM","L-S: 06:30-22:30; D: 07:30-22:30","L-S: 06:30-22:30 (A); D: 07:30-22:30 (A)"
"ALICANTE","CREVILLENT","CREVILLENT","03330","AUTOVIA A-37 KM. 728,2","D","-0.812639","38.193028","20/11/2021 00:00","1.529","","","1.649","","1.409","1.459","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 00:00-23:59","L-V: 00:00-06:30 (D), 06:30-21:30 (A), 21:30-23:59 (D); S: 00:00-08:00 (D), 08:00-18:00 (A), 18:00-23:59 (D); D: 00:00-10:00 (D), 10:00-20:00 (A), 20:00-23:59 (D)"
"ALBACETE","ALBACETE","ALBACETE","02080","AUTOVIA A-30 KM. 239,4","I","-1.933056","39.060528","22/11/2021 15:00","1.529","","","","","1.409","1.475","","","","","","","","CEPSA","No Low cost","P","OM","L-D: 24H","L-D: 24H (A)"
"VALLADOLID","MUDARRA (LA)","MUDARRA (LA)","47630","CARRETERA N-601 KM. 218","D","-4.939194","41.78475","22/11/2021 12:18","1.529","","","1.639","","1.429","1.489","","","","","","","","CEPSA","No Low cost","P","dm","L-D: 06:00-23:00","L-D: 06:00-23:00 (A)"
"SEVILLA","LEBRIJA","LEBRIJA","41710","AVENIDA NERVIÓN, 42","D","-6.082389","36.911222","22/11/2021 13:13","1.489","","","","","1.349","","","","","","","","","AGLA","Low Cost","P","dm","L-S: 06:00-22:00; D: 09:00-22:00","L-S: 06:00-22:00 (A); D: 09:00-22:00 (A)"
"CORUÑA (A)","MUXÍA","MUXIA","15124","MUELLE MARINA MUXIA, SN","D","-9.214806","43.103083","22/11/2021 15:11","1.549","","","","","1.429","","","","","","","","","SHELL","No Low cost","P","dm","L-D: 08:00-22:00","L-D: 08:00-22:00 (A)"
"LEÓN","BAÑEZA (LA)","BAÑEZA (LA)","24750","AVENIDA PORTUGAL, 46","N","-5.911417","42.292389","18/11/2021 12:47","1.539","","","1.689","","1.419","1.519","","","","","0.759","","","GALP","No Low cost","P","dm","L-D: 07:00-00:00","L-D: 07:00-00:00 (A)"
"LUGO","CHANTADA","SOBREIRA","27518","CARRETERA SOBREIRA KM. 2,5","D","-7.787361","42.62125","22/11/2021 14:53","1.469","","","","","1.299","","0.839","","","","","","","AIRA OIL","Low Cost","P","dm","L-D: 07:00-00:00","L-D: 07:00-23:59 (D)"
"TOLEDO","TOLEDO","TOLEDO","45004","CALLE NAVALPINO, 30","D","-4.043222","39.860694","20/11/2021 00:00","1.549","","","1.679","","1.449","1.509","","","","","","","","REPSOL","No Low cost","P","OM","L: 08:30-18:00","L: 08:30-18:00 (A)"
"TARRAGONA","CONSTANTÍ","CONSTANTI","43120","CARRETERA TV-7211 KM. 9","D","1.214861","41.148194","22/11/2021 00:00","1.559","","","","","1.415","","0.989","","","","","","","CEPSA","No Low cost","P","OM","L-S: 06:00-22:00","L-S: 06:00-22:00 (A)"
"ZARAGOZA","ZARAGOZA","ZARAGOZA","50005","AVENIDA VALENCIA, 20","D","-0.895194","41.647083","22/11/2021 10:27","1.558","","","1.688","","1.408","1.478","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"BALEARS (ILLES)","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","07820","CARRETERA C-731 KM. 13","I","1.331","38.975056","22/11/2021 06:00","1.619","","1.739","","","1.509","1.589","","","","","","","","CEPSA","No Low cost","P","OM","L-D: 24H","L-D: 24H (A)"
"CÁDIZ","JEREZ DE LA FRONTERA","JEREZ DE LA FRONTERA","11408","CALLE SUDAFRICA, 134","D","-6.134333","36.651778","22/11/2021 11:41","1.469","","","1.559","","1.359","1.409","","","","","0.849","","","GACOSUR JEREZ","Low Cost","P","dm","L-D: 24H","L-V: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D); S: 00:00-06:00 (D), 06:00-14:00 (P), 14:00-22:00 (A), 22:00-23:59 (D); D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
"LEÓN","TURCIA","GAVILANES","24285","CARRETERA LA BAÑEZA-LA MAGDALENA KM. 87,3","D","-5.890694","42.512611","22/11/2021 14:46","1.469","","","","","1.349","","0.899","","","","","","","GUAY","Low Cost","P","dm","L-D: 07:00-23:00","L-D: 07:00-23:00 (P)"
"ÁVILA","CANDELEDA","CANDELEDA","05480","CR  AV-910 P.K. 1,910","D","-5.232083","40.139583","15/11/2021 12:13","1.549","","","","","1.409","1.469","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 07:00-23:00","L-D: 07:00-23:00 (P)"
"CÓRDOBA","PUENTE GENIL","PUENTE GENIL","14500","POLIGONO POLIGONO IND. LAS ACACIAS, PARC. 38,39,40 Y 41, 38","N","-4.762722","37.399306","22/11/2021 14:01","1.429","","","1.569","","1.299","1.369","","","","","","","","COLOSO","Low Cost","P","dm","L-D: 07:00-23:00","L-D: 07:00-23:00 (P)"
"BARCELONA","IGUALADA","IGUALADA","08700","AVENIDA EUROPA, 26","D","1.632","41.595833","22/11/2021 10:49","1.569","","","1.699","","1.433","1.528","","","","","0.889","","","REPSOL","No Low cost","P","dm","L-D: 07:00-22:00","L-D: 07:00-22:00 (A)"
"ALICANTE","ELDA","ELDA","03600","CALLE MEDICO FEDERICO MARTINEZ PEREZ, 1","D","-0.785361","38.464944","15/11/2021 15:43","1.409","","","","","1.299","","","","","","","","","GASEXPRESS","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"TOLEDO","DOSBARRIOS","DOSBARRIOS","45311","AUTOVIA A-4 KM. 72,2","D","-3.477556","39.870194","20/11/2021 00:00","1.559","","","1.669","","1.439","1.489","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 06:30-22:30","L-D: 06:30-21:00 (A)"
"CÓRDOBA","DOÑA MENCÍA","DOÑA MENCIA","14860","CARRETERA CABRA-BAENA KM. 92","I","-4.361722","37.552611","22/11/2021 14:59","1.549","","1.579","","","1.409","1.459","0.969","","","","","","","REPSOL","No Low cost","P","dm","L-D: 07:00-21:00","Sin datos"
"TOLEDO","TALAVERA DE LA REINA","TALAVERA DE LA REINA","45600","CALLE CALERA, 100","D","-4.852444","39.950833","20/11/2021 00:00","1.529","","","1.669","","1.419","1.509","","","","","0.899","","","REPSOL","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"ÁVILA","ADRADA (LA)","ADRADA (LA)","05430","CARRETERA IGLESUELA (LA) KM. 9","N","-4.639861","40.301472","22/11/2021 10:10","1.539","","","1.589","","1.409","","","","","","","","","LA ADRADA","Low Cost","P","dm","L-D: 07:00-23:00","L-D: 07:00-23:00 (A)"
"BARCELONA","LLIÇÀ D'AMUNT","LLIÇA D'AMUNT","08186","AVENIDA PAÏSOS CATALANS, 17","D","2.243639","41.605833","22/11/2021 17:00","1.409","","","","","1.289","1.339","","","","","","","","ESCLATOIL","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"MADRID","MORALEJA DE ENMEDIO","MORALEJA DE ENMEDIO","28950","CALLE ROBLE, 6","D","-3.849806","40.260667","22/11/2021 10:35","1.419","","","","","1.309","","","","","","","","","MORAFUEL","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"CÓRDOBA","RAMBLA (LA)","RAMBLA (LA)","14540","POLIGONO ESQUINA CALLE EL HORNO CON CALLE EL PORRON, 1","N","-4.722889","37.612472","22/11/2021 18:18","1.479","","","","","1.319","","0.879","","","","","","","GEDS FAEMER","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"BARCELONA","CANYELLES","CANYELLES","08811","CARRETERA C-31 KM. 6,101","I","1.723917","41.283306","22/11/2021 07:31","1.576","","","1.706","","1.439","1.501","","","","","","","","CEPSA","No Low cost","P","dm","L-V: 07:00-21:00; S-D: 09:00-19:00","L-V: 07:00-21:00 (A); S-D: 09:00-19:00 (A)"
"RIOJA (LA)","LOGROÑO","LOGROÑO","26006","CARRETERA N-232 KM. 408,6","D","-2.456694","42.479694","17/11/2021 14:36","1.555","","","1.705","","1.435","1.525","","","","","","","","AVIA","No Low cost","P","dm","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"LEÓN","RIOSECO DE TAPIA","RIOSECO DE TAPIA","24275","AT AP-66, 126","D","-5.7675","42.690583","20/11/2021 00:00","1.569","","","1.699","","1.469","1.559","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 24H","L-D: 24H (A)"
"BARCELONA","PINEDA DE MAR","PINEDA DE MAR","08397","CARRETERA N-II KM. 671","I","2.689944","41.629306","22/11/2021 00:00","1.459","","","1.569","","1.319","1.349","","","","","","","","E.S. PINEDA DE MAR","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"ASTURIAS","OVIEDO","OVIEDO","33011","CALLE MOLIN DE LA CASUCA, S/N","N","-5.818139","43.388806","22/11/2021 10:53","1.559","","","1.699","","1.429","1.519","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 07:00-23:00","L-D: 07:00-23:00 (P)"
"VALENCIA / VALÈNCIA","VALENCIA","VALENCIA","46014","CALLE DELS COETERS, 14","N","-0.404306","39.457","22/11/2021 10:06","1.569","","","1.714","","1.399","1.489","","","","","","","","BP CASTILVIEJO","No Low cost","P","dm","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"BARCELONA","VILADECANS","VILADECANS","08840","AVENIDA DE GAVÁ, ESQ. JOSEP TARRADELLAS, SN","N","2.015861","41.312194","22/11/2021 17:47","1.584","","","1.724","","1.454","1.524","","","","","","","","GALP","No Low cost","P","OM","L-V: 05:00-22:00; S-D: 06:00-22:00","L-V: 05:00-22:00 (A); S-D: 06:00-22:00 (A)"
"ZARAGOZA","FUENDEJALÓN","FUENDEJALON","50529","CARRETERA A-121 KM. 8,150","D","-1.475194","41.763083","20/11/2021 00:00","1.509","","","","","1.389","1.439","","","","","","","","REPSOL","No Low cost","P","OM","L-V: 07:00-21:00; S: 07:00-16:00","L-V: 07:00-21:00 (P); S: 07:00-16:00 (P)"
"ZARAGOZA","PEDROLA","PEDROLA","50690","CARRETERA N-232 KM. 271,200","D","-1.216306","41.773528","22/11/2021 06:00","1.524","","","1.656","","1.395","1.461","","","","","","","","CEPSA","No Low cost","P","OM","L-D: 24H","L-D: 24H (A)"
"ALICANTE","CREVILLENT","CREVILLENT","03330","CARRETERA NACIONAL 340 KM. 707,1","D","-0.822528","38.227222","20/11/2021 00:00","1.539","","","1.659","","1.419","1.469","1.09","","","","","","","REPSOL","No Low cost","P","OM","L-D: 07:00-22:00","L-D: 07:00-22:00 (A)"
"SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","SANTA CRUZ DE TENERIFE","38002","AUTOVIA SANTA CRUZ - SAN ANDRES KM. S/N","D","-16.231611","28.488611","16/11/2021 15:20","1.372","","","1.46","","1.28","1.333","","","","","0.689","","","DISA BALNEARIO II","No Low cost","P","OM","L-D: 24H","L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"
"HUELVA","ALOSNO","THARSIS","21530","CARRETERA A-495 KM. 32,50","D","-7.120194","37.591972","21/11/2021 10:39","1.579","","","","","1.449","","","","","","","","","GALP","No Low cost","P","dm","L: 06:00-00:00","L-D: 07:00-22:00 (A)"
"PONTEVEDRA","PONTEAREAS","PONTEAREAS","36860","CR N-120, 643,5","D","-8.495694","42.176389","20/11/2021 00:00","1.519","","","1.639","","1.419","1.479","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (P)"
"NAVARRA","LARRAGA","LARRAGA","31251","CARRETERA CARRETERA LERÍN KM,2 KM. 2","N","-1.852028","42.551806","22/11/2021 16:00","1.479","","","","","1.309","","0.859","","","","","","","AN ENERGETICOS LARRAGA","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"CÓRDOBA","CÓRDOBA","CORDOBA","14014","CALLE TURQUESA, 2","D","-4.747694","37.891806","22/11/2021 09:40","1.479","","","","","1.339","1.339","","","","","0.878","","","PETROIL ENERGY GRANADAL","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"JAÉN","LINARES","LINARES","23700","CALLE JUAN DIEGO DE DIOS BARRERO, S/N","D","-3.640472","38.086417","22/11/2021 08:00","1.519","","","1.651","","1.399","1.469","","","","","","","","CEPSA","No Low cost","P","dm","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"ALBACETE","ABENGIBRE","ABENGIBRE","02250","AVENIDA CASTILLA LA MANCHA, 26","D","-1.539167","39.211417","22/11/2021 17:09","1.459","","","","","1.399","","0.879","","","","","","","Nº 10.935","Low Cost","P","dm","L-D: 07:00-22:00","L-D: 07:00-22:00 (A)"
"ASTURIAS","SIERO","VIELLA","33429","CARRETERA AS-17 KM. 24,9","I","-5.784917","43.402722","22/11/2021 09:19","1.539","","","1.699","","1.399","1.499","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 06:00-22:00","L-D: 06:00-22:00 (P)"
"SEVILLA","UTRERA","UTRERA","41710","CARRETERA UTRERA-LOS PALACIOS A362 KM. 4,2","D","-5.849722","37.178917","22/11/2021 00:00","1.549","","","","","1.409","1.475","","","","","","","","CEPSA","No Low cost","P","OM","L-V: 07:00-20:00","L-V: 07:00-20:00 (A)"
"MURCIA","MOLINA DE SEGURA","MOLINA DE SEGURA","30500","CR N-301, 384","I","-1.209278","38.046611","20/11/2021 00:00","1.509","","","1.619","","1.369","1.429","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 05:30-23:30","L-D: 05:30-23:30 (A)"
"GIRONA","CASTELL-PLATJA D'ARO","CASTELL D'ARO","17249","AVENIDA CASTELL D'ARO, 122","I","3.050861","41.816222","20/11/2021 00:00","1.609","","","1.759","","1.399","1.459","","","","","0.819","","","REPSOL","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"MURCIA","CARTAGENA","CARTAGENA","30203","PASEO ALFONSO XIII, S/N","N","-0.97525","37.607306","22/11/2021 11:09","1.509","","","1.629","","1.379","1.409","","","","","","","","CARREFOUR","Low Cost","P","dm","L-S: 08:00-22:00; D: 09:00-21:00","L-S: 08:00-22:00 (A); D: 09:00-21:00 (A)"
"MADRID","FUENTE EL SAZ DE JARAMA","FUENTE EL SAZ DE JARAMA","28140","CAMINO VALDETORRES (DE), 1","D","-3.515222","40.636444","18/11/2021 12:34","1.589","","","1.699","","1.449","1.499","","","","","","","","CEPSA","No Low cost","P","dm","L-D: 07:00-23:00","L-D: 24H (A)"
"BARCELONA","HOSPITALET DE LLOBREGAT (L')","HOSPITALET DE LLOBREGAT (L')","08901","PLAZA MAESTRO CLAVE, 10","D","2.106333","41.361528","22/11/2021 10:34","1.549","","","1.699","","1.459","1.539","","","","","","","","REPSOL","No Low cost","P","dm","L-V: 07:00-20:00; S-D: 08:00-14:00","Sin datos"
"MURCIA","MURCIA","PUNTAL (EL)","30100","CARRETERA N-301 DESVIO ESPINARDO, KM. 389","D","-1.144694","38.000333","20/11/2021 00:00","1.519","","","1.629","","1.389","1.439","","","","","","","","REPSOL","No Low cost","P","OM","L-V: 06:00-23:00; S-D: 07:00-23:00","L-V: 06:00-23:00 (A); S-D: 07:00-23:00 (A)"
"MADRID","ROZAS DE MADRID (LAS)","ROZAS DE MADRID (LAS)","28230","CALLE INNOVACIÓN, 19","D","-3.877417","40.51075","22/11/2021 09:57","1.61","","","","","1.454","","","","","","","","","COSTCO ","Low Cost","P","dm","L-D: 07:00-22:30","L-D: 07:00-22:30 (A)"
"CIUDAD REAL","GRANÁTULA DE CALATRAVA","GRANATULA DE CALATRAVA","13360","CALLE ALMAGRO, 3","D","-3.741778","38.799389","22/11/2021 10:56","","","","","","1.34","","0.875","","","","","","","SOCIEDAD COOPERATIVA AGRARIA EL SANTO CRISTO S. COOP. DE C-LM","Low Cost","P","dm","L-D: 24H","L-D: 24H (D)"
"LLEIDA","ALPICAT","ALPICAT","25110","CARRETERA A-22 KM. 0","I","0.566444","41.645917","20/11/2021 00:00","1.559","","","1.699","","1.419","1.479","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"OURENSE","TABOADELA","TABOADELA","32690","CARRETERA N-525 KM. 226","I","-7.832667","42.258944","22/11/2021 00:00","1.534","","1.594","1.666","","1.409","1.475","","","","","","","","CEPSA","No Low cost","P","OM","L-V: 08:00-10:00","Sin datos"
"MURCIA","SANTOMERA","SANTOMERA","30140","CARRETERA NACIONAL 340 KM. 676","I","-1.042583","38.062111","22/11/2021 10:59","1.549","","","1.692","","1.408","1.499","","","","","","","","BP","No Low cost","P","dm","L-D: 24H","L-D: 24H (A)"
"JAÉN","MONTIZÓN","VENTA DE LOS SANTOS","23265","CARRETERA A 6203 KM. 39,200","D","-3.064778","38.362333","22/11/2021 15:41","1.459","","","","","1.359","1.379","0.919","","","","","","","STMO CRISTO DE LA EXPIRACION","Low Cost","P","dm","L-S: 07:00-22:00","L-S: 07:00-22:00 (P)"
"ZARAGOZA","QUINTO","QUINTO","50770","CARRETERA CASTELLON KM. 197","I","-0.507806","41.435583","22/11/2021 12:06","1.426","","","","","1.281","","0.861","","","","","","","SOCIEDAD COOPERATIVA AGRARIA SANTA ANA","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"LEÓN","VILLAQUILAMBRE","VILLAQUILAMBRE","24193","CARRETERA LE-311 KM. 7","I","-5.542083","42.673083","22/11/2021 09:10","1.519","","","1.669","","1.399","1.489","","","","","","","","AVIA","No Low cost","P","dm","L-V: 08:00-22:00; S: 09:00-19:00","Sin datos"
"MURCIA","CIEZA","CIEZA","30530","CARRETERA N 301 A KM. 355","D","-1.395111","38.236389","20/11/2021 00:00","1.499","","","1.609","","1.359","1.429","1.009","","","","","","","REPSOL","No Low cost","P","OM","L-D: 24H","L-D: 00:00-06:00 (D), 06:00-22:00 (A), 22:00-23:59 (D)"
"GRANADA","VÉLEZ DE BENAUDALLA","VELEZ DE BENAUDALLA","18670","CARRETERA N-323 KM. 187,5","I","-3.533417","36.814333","20/11/2021 00:00","1.529","","1.569","1.639","","1.379","1.429","","","","","","","","REPSOL","No Low cost","P","OM","L: 06:30-22:30","L: 06:30-22:30 (A)"
"PALMAS (LAS)","PUERTO DEL ROSARIO","PUERTO DEL ROSARIO","35600","CALLE CASILLAS DEL ANGEL, 132","D","-13.974167","28.488333","20/11/2021 00:00","1.195","","","1.32","","1.119","1.239","","","","","","","","REPSOL","No Low cost","P","OM","L-S: 06:00-22:00","L-S: 06:00-22:00 (A)"
"ASTURIAS","OVIEDO","OVIEDO","33199","LAS MAZAS, 55 (SAN CLAUDIO)","I","-5.898833","43.359806","17/11/2021 13:09","1.559","","","","","1.429","1.489","","","","","","","","GALP","No Low cost","P","dm","L-D: 07:00-22:00","Sin datos"
"MADRID","GETAFE","ALDEHUELA Y LA TORRECILLA (LA)","28909","CALLE DIESEL, 9","D","-3.702306","40.297083","22/11/2021 13:50","1.547","","","1.705","","1.419","1.523","","","","","","","","CONFORT AUTO","Low Cost","P","dm","L-V: 06:00-22:00; S: 08:00-13:00","L-V: 06:00-22:00 (A); S: 08:00-13:00 (A)"
"MADRID","GETAFE","GETAFE","28906","CALLE AGUSTIN DE BETANCOURT, 17","N","-3.686667","40.283111","22/11/2021 09:56","1.473","","","","","1.353","","","","","","","","","COSTCO ","Low Cost","P","dm","L-D: 07:00-20:00","Sin datos"
"SALAMANCA","CALVARRASA DE ABAJO","CALVARRASA DE ABAJO","37181","CARRETERA N-501 KM. 84","I","-5.555139","40.946028","17/11/2021 21:18","1.539","","","1.679","","1.439","1.509","","","","","","","","REPSOL","No Low cost","P","dm","L-V: 07:00-22:00; S-D: 08:00-22:00","Sin datos"
"BIZKAIA","ABADIÑO","ABADIÑO-ZELAIETA","48220","BARRIO MURUETA, S/N","N","-2.618111","43.171889","22/11/2021 08:06","1.499","","","1.639","","1.339","1.359","","","","","","","","EROSKI","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"CÁDIZ","CHIPIONA","CHIPIONA","11550","CALLE CONSTITUCION, 103","D","-6.422611","36.735806","22/11/2021 17:29","1.489","","","","","1.359","","","","","","","","","BALLENOIL","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"ARABA/ÁLAVA","ZUIA","MURGIA","01130","N-622 km 20,3","D","-2.827722","42.961583","22/11/2021 10:31","1.589","","","1.719","","1.459","1.529","","","","","","","","CEPSA","No Low cost","P","dm","L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00","L-V: 06:00-22:00 (A); S: 07:00-22:00 (A); D: 08:00-22:00 (A)"
"MÁLAGA","RINCÓN DE LA VICTORIA","RINCON DE LA VICTORIA","29730","CARRETERA N340 KM. 254,9","N","-4.274528","36.725278","22/11/2021 07:25","1.569","","","1.719","","1.409","","","","","","","","","TAMOIL","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"CORUÑA (A)","SANTIAGO DE COMPOSTELA","SANTIAGO DE COMPOSTELA","15707","RUA PAIS VASCO, 6","N","-8.500861","42.903083","22/11/2021 09:49","1.438","","","","","1.298","","","","","","","","","GALP&GO","No Low cost","P","dm","L-D: 24H","L-D: 24H (D)"
"MÁLAGA","VILLANUEVA DEL TRABUCO","VILLANUEVA DEL TRABUCO","29313","AUTOVIA A92M KM. 8","I","-4.326944","37.067778","22/11/2021 14:22","1.539","","","1.649","","1.399","1.449","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 24H","L-D: 24H (A)"
"SALAMANCA","VITIGUDINO","VITIGUDINO","37210","CARRETERA FREGENEDA KM. 68","I","-6.432917","41.012833","22/11/2021 09:53","1.519","","","1.669","","1.409","1.479","","","","","","","","CEPSA","No Low cost","P","dm","L-D: 08:00-21:00","L-D: 08:00-21:00 (A)"
"ZAMORA","ZAMORA","ZAMORA","49005","CALLE VILLALPANDO, 21","D","-5.746028","41.512361","22/11/2021 11:37","1.465","","","","","1.339","","","","","","","","","CARBURANTES DE ESPAÑA","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"MURCIA","MURCIA","SANGONERA LA SECA","30835","AVENIDA DE LORCA, 174","D","-1.247889","37.950722","20/11/2021 00:00","","","","","","1.409","","1.027","","","","","","","IDS","Low Cost","P","OM","L-D: 24H","L-D: 24H (A)"
"TOLEDO","ALCOLEA DE TAJO","ALCOLEA DE TAJO","45571","CR TO-40, 33","I","-5.171306","39.80575","22/11/2021 11:25","1.555","","","1.669","","1.439","1.539","1.019","","","","","","","REPSOL","No Low cost","P","dm","L-D: 06:00-23:00","L-D: 06:00-23:00 (P)"
"ALBACETE","VILLARROBLEDO","VILLARROBLEDO","02600","AVENIDA REYES CATOLICOS, 133","D","-2.591722","39.277056","22/11/2021 09:30","1.499","","","1.641","","1.399","1.489","","","","","","","","BP VILLARROBLEDO","No Low cost","P","OM","L-D: 06:00-23:00","L-D: 06:00-22:00 (P), 22:00-23:00 (A)"
"ÁVILA","ARÉVALO","AREVALO","05200","POLG.IND. TIERRA AREVALO, F-10 (A-VI km 129)","I","-4.733556","41.078083","17/11/2021 00:01","1.549","","","","","1.419","1.489","","","","","","","","VALCARCE","Low Cost","P","dm","L-D: 24H","L-D: 24H (A)"
"BARCELONA","BADALONA","BADALONA","08917","POLIGONO INDUSTRIAL MONTIGALA, RAMBLA DE FRANCIA, 1","D","2.222028","41.456194","22/11/2021 00:00","1.509","","","1.641","","1.369","1.469","","","","","","","","CEPSA","No Low cost","P","OM","L-D: 06:00-22:00","L-D: 06:00-22:00 (A)"
"BARCELONA","GAVÀ","GAVA","08850","CARRETERA AUTOVIA CASTELLDEFELS KM. 16,600","D","2.000528","41.269694","22/11/2021 10:30","1.63","","","1.75","","1.48","1.54","","","","","","","","REPSOL","No Low cost","P","dm","L-D: 24H","L-D: 24H (A)"
"ASTURIAS","TINEO","NAVELGAS","33873","AS219 km 25800","I","-6.543028","43.408639","20/11/2021 00:00","1.499","","","","","1.369","1.419","","","","","","","","REPSOL","No Low cost","P","OM","L-D: 08:00-20:00","L-D: 08:00-20:00 (A)"
